session_id,target
1,1.20430931287e-21
2,5.22590233324e-25
3,1.81090336666e-10
4,2.26335386101e-25
5,1.96383918961e-06
6,1.889326692e-22
7,1.59883944893e-25
8,3.57321030735e-11
9,3.80123977778e-23
10,4.26183776819e-20
11,9.49413374975e-05
12,2.51784294688e-23
13,7.42443851229e-22
14,1.14548802253e-19
15,2.494661016e-07
16,7.46214944928e-22
17,0.00713350790912
18,6.34499717904e-24
19,2.41748621038e-11
20,5.15431732664e-25
21,0.0338242477007
22,1.5913183101e-26
23,9.2254288797e-22
24,9.98801842233e-23
25,2.58477684759e-12
26,2.48186320601e-07
27,5.03277791677e-23
28,2.87167657633e-11
29,0.000217497809438
30,8.35764181183e-05
31,0.0937336684269
32,0.119161926205
33,1.20915947267e-21
34,2.97791969069e-07
35,3.38230829803e-20
36,1.20739573263e-32
37,2.15096518387e-26
38,1.70252874112e-24
39,6.82942942512e-06
40,2.11180370419e-24
41,0.000896354345576
42,1.49120365185e-22
43,1.9393542767e-05
44,9.51142131155e-31
45,0.0400053336695
46,3.85120640467e-06
47,4.43838502844e-08
48,1.81398500324e-29
49,0.000270149366641
50,9.9099434598e-09
51,3.03128056844e-25
52,2.2292438312e-12
53,1.61689944208e-10
54,4.13585104924e-10
55,0.00159762364494
56,9.4936193732e-25
57,2.32234910397e-26
58,9.31140433967e-25
59,1.03977610787e-24
60,6.07619535618e-33
61,3.11406351983e-09
62,2.59116374874e-22
63,1.11996986289e-25
64,0.00034926015758
65,1.22879143083e-09
66,1.17000204354e-25
67,1.41510484918e-06
68,0.0185060536884
69,8.71451873156e-28
70,4.44624189654e-24
71,1.4877397062e-05
72,7.34623736815e-08
73,1.6287127303e-20
74,9.18739638551e-09
75,3.67725572051e-22
76,9.00582662934e-08
77,2.65333479406e-06
78,4.07025219304e-05
79,7.69235428566e-31
80,2.32488125407e-23
81,1.54034858049e-23
82,4.92043228259e-23
83,2.33239567631e-26
84,0.795945468659
85,5.40150815187e-05
86,6.2426163579e-10
87,2.8995528778e-05
88,1.04962775785e-21
89,1.86769459277e-22
90,0.123161466376
91,1.06772608021e-23
92,1.77032587203e-23
93,0.132257544353
94,8.84651381617e-15
95,7.21828773606e-30
96,3.6357528315e-25
97,0.00395993481712
98,5.67885744609e-23
99,1.8823906838e-32
100,0.000210448643544
101,1.88542495154e-25
102,9.77395836981e-23
103,1.11599363957e-22
104,1.45920923951e-05
105,2.66724502411e-10
106,5.80725338088e-07
107,6.21542464278e-24
108,9.21929351013e-05
109,6.11136889092e-24
110,2.46074250748e-24
111,2.19079999547e-13
112,6.55444166002e-10
113,6.11098156634e-21
114,5.55649783695e-24
115,1.30322464087e-31
116,4.30498570893e-33
117,1.5474656242e-22
118,2.48304095509e-21
119,5.00901752274e-22
120,1.41158889978e-06
121,7.92992719012e-23
122,2.19056540356e-24
123,2.28053320958e-07
124,0.00055079546585
125,0.001512571194
126,1.56718498319e-26
127,1.38499598038e-24
128,5.93481096204e-24
129,6.3385149183e-23
130,1.5577637924e-05
131,6.7250628235e-22
132,2.47347042384e-07
133,0.00590098870487
134,9.10407127661e-05
135,1.85465336802e-22
136,6.36714814387e-06
137,8.609825708e-16
138,4.36996733312e-05
139,2.75223450492e-24
140,1.87101959161e-23
141,7.42968085615e-25
142,2.78963228495e-14
143,1.54607776349e-21
144,8.63518385592e-06
145,6.93679078762e-27
146,2.82234790491e-22
147,3.99120953988e-25
148,0.00517978339242
149,1.61099141015e-23
150,0.030284464016
151,6.50038564385e-24
152,0.0332714253436
153,1.14369916271e-22
154,3.39079385292e-13
155,5.74651661026e-05
156,1.5785942568e-24
157,2.48177231001e-24
158,0.000582488091983
159,2.32568615757e-23
160,1.31909552796e-25
161,0.0112639341977
162,2.63278355113e-12
163,8.82360375666e-06
164,1.51901600476e-29
165,8.54324854537e-27
166,4.49217041289e-09
167,0.00647395582625
168,1.53138124386e-23
169,3.36307871811e-22
170,1.90879505343e-05
171,6.15395692436e-24
172,0.0022045667906
173,0.000600980178157
174,1.73277277922e-07
175,0.150169918856
176,0.0006200069285
177,5.22434319141e-05
178,2.75864645875e-05
179,4.21336796296e-22
180,2.3791779816e-23
181,3.402055381e-22
182,6.07574840561e-25
183,3.94888917593e-23
184,2.19952128659e-24
185,3.31339978905e-06
186,4.33887006619e-13
187,9.02764661246e-29
188,7.34178581591e-25
189,6.96963952051e-22
190,0.00234619913055
191,5.62319606614e-24
192,5.84243092212e-23
193,0.0106023352892
194,4.57416077569e-23
195,1.07760148658e-22
196,5.37179300463e-09
197,0.00108921971979
198,0.000596745141163
199,1.78781224753e-20
200,6.95460197047e-23
201,1.71924681329e-08
202,0.000507660699992
203,6.38956565682e-25
204,1.12868197553e-20
205,6.26576473293e-05
206,1.9398918779e-12
207,6.4164242628e-06
208,3.01814972308e-06
209,8.68007541899e-11
210,2.70606068511e-10
211,0.00311633685445
212,0.0166560555159
213,2.44316830241e-24
214,0.0598976906952
215,4.87787336441e-06
216,1.32916757735e-05
217,0.0868587960398
218,0.000272987692967
219,5.73435684939e-07
220,6.5003543046e-06
221,3.68860065208e-22
222,4.98854739534e-24
223,0.0649677412677
224,0.000291784819542
225,0.000676968244552
226,0.0175569841004
227,0.0356446977043
228,3.05096832112e-23
229,1.33309932284e-22
230,0.00156682615728
231,1.14596911526e-24
232,1.73318972181e-10
233,1.2345264686e-22
234,0.0027047486681
235,3.12000404045e-07
236,1.00685014623e-21
237,1.49579400637e-21
238,8.40363908006e-26
239,6.75742196977e-06
240,2.89356106733e-29
241,1.8237563852e-06
242,9.6610000037e-10
243,2.68836298511e-26
244,9.79660686651e-26
245,7.93548436832e-07
246,4.03016174294e-23
247,0.0787751956387
248,0.000464624120754
249,3.50581385915e-31
250,1.11809114434e-06
251,1.25444223658e-10
252,1.07288955214e-24
253,1.36607512336e-24
254,2.64141201243e-23
255,2.08948685545e-23
256,2.0788654374e-35
257,7.49658474119e-23
258,7.92046145216e-05
259,7.6679704191e-05
260,2.25558776833e-30
261,2.85896613272e-21
262,4.14281903723e-21
263,1.61875684505e-22
264,4.88572365726e-06
265,1.49274119436e-07
266,2.71402803761e-25
267,1.71468310793e-17
268,1.99613714297e-06
269,4.67298462854e-05
270,0.000108580560966
271,1.45361947645e-23
272,7.45565924605e-31
273,1.80010270113e-24
274,0.00292292736547
275,0.0141044066531
276,6.2127903374e-09
277,3.35093169818e-22
278,4.94208022113e-05
279,1.25202513968e-24
280,3.50211776896e-14
281,2.02004461066e-10
282,1.196970642e-22
